gene,genename,pred.perf.R2,n.snps.in.model,pred.perf.pval,cor,pred.perf.qval
ENSRNOG00000012420,Bcl9l,0.0904637405128542,1,3.95278039727226e-06,0.300771907785375,3.94541957558798e-06
ENSRNOG00000012803,Wdr61,0.0903324378312637,3,4.02017807501887e-06,0.300553552351763,4.0102759172971e-06
ENSRNOG00000025502,Arhgef37,0.0902217157079101,2,4.07789949071898e-06,0.300369298877082,4.06540759227757e-06
ENSRNOG00000020345,Slc25a42,0.0901824467540486,6,4.09856856307208e-06,0.300303923973778,4.08355633527315e-06
ENSRNOG00000014375,Adgrb2,0.0901402369278943,3,4.12090180046305e-06,0.300233637235894,4.10334033797757e-06
ENSRNOG00000007436,Tedc2,0.0901334413225865,3,4.12450865685072e-06,0.300222319827468,4.10446519781731e-06
ENSRNOG00000000384,Atoh7,0.0900686096738796,3,4.15907721722538e-06,0.300114327671772,4.13638145565651e-06
ENSRNOG00000017127,Rpl28,0.0898804427031451,2,4.26104984548967e-06,0.299800671618903,4.23525545706064e-06
ENSRNOG00000061012,Kat5,0.0898392186541976,9,4.28372032084928e-06,0.299731911304415,4.25523606492951e-06
ENSRNOG00000010646,Tmem229b,0.0897925758471511,1,4.3095154915476e-06,0.299654093659925,4.2782947877691e-06
ENSRNOG00000003258,Cdc73,0.0897537864424284,2,4.33108511093824e-06,0.299589363032849,4.29713346842062e-06
ENSRNOG00000017349,Tbc1d10b,0.0895279789154183,5,4.45879966142409e-06,0.299212263978966,4.42119943188211e-06
ENSRNOG00000015441,Il4r,0.0894983976317813,2,4.47580579439011e-06,0.299162827957922,4.43540781189257e-06
ENSRNOG00000010985,Zfp410,0.0893619576275339,2,4.55508360871177e-06,0.298934704622153,4.51127194685403e-06
ENSRNOG00000057058,Cd300a,0.0892971223110465,3,4.59324405150528e-06,0.298826241001433,4.54634787294841e-06
ENSRNOG00000018371,Tubb6,0.0892702071853704,2,4.60917890221795e-06,0.298781202864856,4.55939637801026e-06
ENSRNOG00000001658,Kcnj6,0.0891807683017803,2,4.66252650183575e-06,0.298631492481587,4.60941589420564e-06
ENSRNOG00000050748,Dpp9,0.089174788910164,1,4.66611486030468e-06,0.298621480992517,4.61021265432084e-06
ENSRNOG00000009983,Lrrc42,0.0890681688558221,6,4.73056313301188e-06,0.298442907196372,4.67110341441141e-06
ENSRNOG00000001216,Trpm2,0.0889103459112455,5,4.82759123365303e-06,0.298178379349083,4.76407280524701e-06
ENSRNOG00000015419,Spem1,0.088726673426553,1,4.94300728500052e-06,0.297870229171284,4.8750667305805e-06
ENSRNOG00000017965,Afg3l2,0.0886540951280957,1,4.9893671945658e-06,0.297748375525536,4.91786213443513e-06
ENSRNOG00000020078,Vstm4,0.0886284058815597,2,5.00587984790994e-06,0.297705233211578,4.93120464214201e-06
ENSRNOG00000018487,Slc3a2,0.088571183781103,1,5.04285707028506e-06,0.297609112395946,4.96467860488819e-06
ENSRNOG00000045604,AC139391.1,0.0883937703641208,2,5.15923907454537e-06,0.297310898495364,5.07624017532208e-06
ENSRNOG00000001061,Rilpl2,0.0880701076516698,2,5.37848788260634e-06,0.296766082380837,5.28882120328784e-06
ENSRNOG00000019920,Doc2a,0.0879923141028383,4,5.4325524921582e-06,0.296634984623929,5.33881604573397e-06
ENSRNOG00000015912,Ptdss2,0.0878697443517247,2,5.51883482175913e-06,0.296428312331539,5.4203946659673e-06
ENSRNOG00000030954,Fat1,0.0876863952456026,1,5.65045461024122e-06,0.296118887012637,5.5463790183494e-06
ENSRNOG00000019109,Thap11,0.0876804912674412,2,5.65474438297051e-06,0.296108917912719,5.54730346063866e-06
ENSRNOG00000019264,Ltbr,0.0876573178530511,2,5.67161330778461e-06,0.296069785444329,5.56055965351373e-06
ENSRNOG00000010078,Spag1,0.0876085590143328,1,5.7072706781256e-06,0.295987430500575,5.59220983085469e-06
ENSRNOG00000003717,Cnih4,0.0874754762955728,2,5.80573364767791e-06,0.295762533623806,5.68532563917346e-06
ENSRNOG00000008323,Pitpnm3,0.087320466497041,3,5.9225527220155e-06,0.295500366323023,5.79629623741289e-06
ENSRNOG00000000465,Slc39a7,0.0872597654236988,6,5.96893325479841e-06,0.295397639502584,5.83823957576172e-06
ENSRNOG00000017953,Gfod2,0.087164707384273,2,6.04229258215834e-06,0.295236697218135,5.90650593156738e-06
ENSRNOG00000003506,Gosr2,0.087016264818843,5,6.15864907057421e-06,0.294985194236665,6.01669790082306e-06
ENSRNOG00000019485,Bckdk,0.0869920948342176,3,6.17780464892821e-06,0.294944223259615,6.03185544225897e-06
ENSRNOG00000001278,Gpn3,0.0869239440213554,4,6.23213651004664e-06,0.294828668927151,6.08132015461994e-06
ENSRNOG00000000695,Ssh1,0.0868837795655672,1,6.26437925596231e-06,0.29476054614817,6.10918476217443e-06
ENSRNOG00000021323,Ca13,0.0868365776569847,2,6.30248370000662e-06,0.294680467043516,6.14272970490864e-06
ENSRNOG00000019365,Ablim3,0.0867122812475164,2,6.40393090621104e-06,0.29446949119988,6.2379360750873e-06
ENSRNOG00000009296,Snapc1,0.0865313678203104,2,6.55449826280866e-06,0.294162145457757,6.37739346483219e-06
ENSRNOG00000000421,Skiv2l,0.0865310126764054,8,6.55479727364063e-06,0.294161541803828,6.37739346483219e-06
ENSRNOG00000032625,AC118165.1,0.0864681018874253,3,6.60797932848117e-06,0.294054589978503,6.42536319456447e-06
ENSRNOG00000048577,Zfp955a,0.0863889604463861,2,6.67549240121752e-06,0.29391998987205,6.48720345200146e-06
ENSRNOG00000056207,Capza2,0.0863710962364523,2,6.69082651572102e-06,0.293889598721105,6.49829373647258e-06
ENSRNOG00000015636,Wdr34,0.0862662146519106,2,6.78156351193005e-06,0.293711107471118,6.58256124133566e-06
ENSRNOG00000017231,Adam9,0.0861930420828963,2,6.8455921044779e-06,0.293586515499088,6.64082059444425e-06
ENSRNOG00000027463,Adamts3,0.0861586317417342,3,6.8759100253846e-06,0.293527906240164,6.66632861572123e-06
ENSRNOG00000007124,Krcc1,0.0860936153426261,2,6.93355929457818e-06,0.293417135393668,6.71828958118316e-06
ENSRNOG00000014758,Lgi1,0.0859637666260661,1,7.0501383395513e-06,0.293195782074139,6.82725659001949e-06
ENSRNOG00000025053,Lrp1,0.0859526301160981,1,7.06022714391955e-06,0.293176789865941,6.83303285860557e-06
ENSRNOG00000024455,Gnptg,0.0858605590770531,8,7.14418865890758e-06,0.29301972472353,6.91025617293211e-06
ENSRNOG00000032699,Ttyh1,0.0858466573126474,2,7.15695203426525e-06,0.292996002212739,6.91856276123877e-06
ENSRNOG00000047906,Olr1343,0.0857894877333236,4,7.20967911940311e-06,0.292898425624522,6.96546970402487e-06
ENSRNOG00000023993,Kif1a,0.0856600370630829,4,7.3305037898138e-06,0.292677360011127,7.07807459097494e-06
ENSRNOG00000002894,Mnt,0.0855948284580035,2,7.39212836497393e-06,0.29256593864974,7.13342009142536e-06
ENSRNOG00000010780,Dlc1,0.0855595193574856,2,7.4257117023091e-06,0.292505588591886,7.16165705648625e-06
ENSRNOG00000026212,Micall1,0.0854964530070109,1,7.48607392799999e-06,0.292397765051327,7.21567278883346e-06
ENSRNOG00000018650,Ap3m2,0.0854004927847198,2,7.57885781577778e-06,0.292233627060131,7.30085811693516e-06
ENSRNOG00000039350,Gng13,0.085374927033248,3,7.60376984006586e-06,0.292189881811893,7.32060018162856e-06
ENSRNOG00000017494,Acp6,0.0853696879009153,4,7.60888505966664e-06,0.292180916387288,7.32127082740184e-06
ENSRNOG00000016033,Endog,0.0853043223095138,3,7.67299334687213e-06,0.292069036889421,7.37867089257906e-06
ENSRNOG00000050974,AABR07030773.1,0.0852286359282494,1,7.74789584548055e-06,0.291939438802381,7.44637851192062e-06
ENSRNOG00000001880,Dgcr6,0.0850301073783312,7,7.94784450451921e-06,0.291599223898712,7.63411782070922e-06
ENSRNOG00000013529,Stk4,0.0849915856085739,2,7.98723271398008e-06,0.291533163822873,7.66750632115157e-06
ENSRNOG00000001203,Rrp1,0.0849286321180262,8,8.05202082202483e-06,0.291425174132274,7.72522518502845e-06
ENSRNOG00000025810,Grcc10,0.0848077659819988,2,8.17787913435136e-06,0.291217729511784,7.84143497434971e-06
ENSRNOG00000024194,Rsf1,0.0845723828242387,3,8.42863168467129e-06,0.290813312666801,8.07719707040241e-06
ENSRNOG00000017980,Itgal,0.0844879891468561,10,8.520387601656e-06,0.290668177045331,8.16040746706933e-06
ENSRNOG00000006542,Atp6v0c,0.0843999866379948,7,8.61712628869723e-06,0.290516757929718,8.24829121705732e-06
ENSRNOG00000014743,Hagh,0.084390133329295,6,8.62802558759443e-06,0.290499799189767,8.25395568165502e-06
ENSRNOG00000009564,Prr15,0.0843358717044623,3,8.68829375772368e-06,0.29040639060541,8.30681482983447e-06
ENSRNOG00000056739,AABR07036336.2,0.0842417391381079,4,8.79384216849456e-06,0.290244274944585,8.40288015414339e-06
ENSRNOG00000005602,Mthfd1,0.0841487486861339,3,8.89936310805379e-06,0.290084037282533,8.49880850557619e-06
ENSRNOG00000006527,Slc6a1,0.0840701077511602,5,8.98958398175267e-06,0.289948457059458,8.58002333744262e-06
ENSRNOG00000025028,Prkdc,0.0840084840078421,2,9.060917670226e-06,0.289842170858283,8.64312834060802e-06
ENSRNOG00000042245,Dcaf7,0.0834923242225398,5,9.68096668760353e-06,0.288950383669134,9.22927421213376e-06
ENSRNOG00000021133,Lsm14a,0.083401587385429,1,9.79425169855446e-06,0.288793329883896,9.33190426022855e-06
ENSRNOG00000031726,Oas1e,0.0830183853829031,3,1.0287417431529e-05,0.288129112348792,9.79615639956201e-06
ENSRNOG00000059266,AABR07002674.1,0.0829238086475423,2,1.041289020079e-05,0.287964943435034,9.90994202566606e-06
ENSRNOG00000005218,Sf3a1,0.0828621388847199,3,1.0495525503427e-05,0.287857844924747,9.9828520230269e-06
ENSRNOG00000046683,Lilrb3,0.0828340706559592,2,1.05333518232852e-05,0.2878090871671,1.00130826076425e-05
ENSRNOG00000010459,Fbxo43,0.0827278571148985,2,1.06777237922653e-05,0.287624507152813,1.01445035357094e-05
ENSRNOG00000018854,Nppc,0.0827117293752151,3,1.06998172213341e-05,0.287596469684896,1.01596681734104e-05
ENSRNOG00000042237,Tm6sf2,0.0827065472390477,5,1.07069258990312e-05,0.28758746015612,1.01605952995426e-05
ENSRNOG00000019318,Syt3,0.0824839624506294,1,1.10167396994998e-05,0.287200213179986,1.04486162537094e-05
ENSRNOG00000005807,Ptpn7,0.0824231686199544,2,1.11028990545165e-05,0.28709435490785,1.05243082299444e-05
ENSRNOG00000017219,Vac14,0.0824016305011658,1,1.11335843768412e-05,0.287056841934077,1.05473605291768e-05
ENSRNOG00000028919,Zfp868,0.0823262722090843,2,1.12416132586949e-05,0.286925551683855,1.06436157525691e-05
ENSRNOG00000047026,Enpp7,0.0823188583774384,2,1.12522974816894e-05,0.286912631958648,1.0647647258565e-05
ENSRNOG00000023431,LOC102555635,0.0822628819649678,1,1.13332932374601e-05,0.286815065791474,1.07181694792229e-05
ENSRNOG00000006753,Tgm3,0.0819674772943503,2,1.17704457164301e-05,0.286299628526393,1.11252451241605e-05
ENSRNOG00000033863,Ajm1,0.0818770243929609,4,1.19076294862251e-05,0.286141615975309,1.12484924136596e-05
ENSRNOG00000018462,Rabep2,0.0818688093249384,3,1.19201673013784e-05,0.286127260716169,1.12539200623414e-05
ENSRNOG00000020733,Camp,0.0817011684336156,4,1.2178910825617e-05,0.285834162467707,1.14916538287038e-05
ENSRNOG00000009066,Thra,0.0815842091330292,2,1.236273477681e-05,0.285629496258753,1.16584653611704e-05
ENSRNOG00000053588,AABR07044631.1,0.0815745230516338,2,1.23780816096076e-05,0.285612540081198,1.16662980326445e-05
ENSRNOG00000012495,Podxl,0.0815269000375015,3,1.2453812879732e-05,0.285529157946262,1.1731001561579e-05
ENSRNOG00000018700,Mobp,0.0815181769585952,1,1.2467734439871e-05,0.285513882251976,1.17374423306059e-05
ENSRNOG00000018457,Ptpa,0.0815107453689523,5,1.24796070768226e-05,0.285500867545008,1.17419479716766e-05
ENSRNOG00000026008,Gtf2e1,0.081448227337611,2,1.25799320301344e-05,0.285391358204153,1.18296252399798e-05
ENSRNOG00000006000,Cdk12,0.0814347101237199,2,1.2601728960288e-05,0.285367675330826,1.18434005658061e-05
ENSRNOG00000026775,Pmpca,0.0813420649872239,2,1.27521376825761e-05,0.285205303224228,1.1977964131607e-05
ENSRNOG00000052039,AABR07044388.3,0.0813268647669596,5,1.27769852655168e-05,0.285178654122218,1.19945036295612e-05
ENSRNOG00000051170,Ddx17,0.0811898686027613,3,1.30031174734219e-05,0.284938359303835,1.21998750532411e-05
ENSRNOG00000017528,Gpr157,0.0807578777571065,2,1.37426065122472e-05,0.284179305645408,1.28863866529599e-05
ENSRNOG00000006392,Xrcc6,0.0806710271218593,6,1.38962596927132e-05,0.284026454968299,1.30230964466169e-05
ENSRNOG00000012362,Cacng3,0.0806341901931781,2,1.39619458931334e-05,0.283961599856703,1.30772586540339e-05
ENSRNOG00000028493,Ppp1r15b,0.0805851160680782,2,1.40499335564038e-05,0.283875176914217,1.31522362088551e-05
ENSRNOG00000004461,NEWGENE_6497122,0.0804871031943679,2,1.4227322275709e-05,0.283702490638288,1.33107707588433e-05
ENSRNOG00000002146,Pkd2,0.0804372647468788,4,1.43183760323882e-05,0.283614641277348,1.3388398860976e-05
ENSRNOG00000009897,Clcnkb,0.0804305024164219,4,1.43307752914283e-05,0.283602719338905,1.33924349817603e-05
ENSRNOG00000050500,Tob2,0.0803371319296192,4,1.45030744319995e-05,0.283438056600766,1.3545812389669e-05
ENSRNOG00000030515,Nfasc,0.080214091262785,1,1.4733279004776e-05,0.283220923066755,1.3753069946017e-05
ENSRNOG00000055277,LOC100362333,0.0796643291667689,5,1.58071310919981e-05,0.282248700912456,1.47471700970092e-05
ENSRNOG00000042041,Gal3st1,0.0795113799046769,2,1.61195092212096e-05,0.281977623056648,1.50301385218309e-05
ENSRNOG00000011058,Utrn,0.0794076297690738,2,1.63348968816069e-05,0.281793594265508,1.52174901697004e-05
ENSRNOG00000015242,Fbxl8,0.0794057582143521,2,1.63388084764089e-05,0.281790273455902,1.52174901697004e-05
ENSRNOG00000001048,Ankrd61,0.0792235612339214,3,1.6724104806559e-05,0.281466803076174,1.55675931906368e-05
ENSRNOG00000003349,LOC103693323,0.0790830072142564,1,1.70275094084729e-05,0.281217010890622,1.58411171388465e-05
ENSRNOG00000028956,Mbd3,0.0790569166373651,1,1.70844296980363e-05,0.281170618374974,1.5885152273345e-05
ENSRNOG00000025883,Ip6k3,0.0789394551584644,8,1.73430447922834e-05,0.28096166136764,1.61165692474013e-05
ENSRNOG00000015578,Tnk1,0.0788640856465417,2,1.75110357563363e-05,0.280827501585122,1.62573157683437e-05
ENSRNOG00000045952,Ephb4,0.0788627060316999,4,1.75141258342636e-05,0.280825045235819,1.62573157683437e-05
ENSRNOG00000057703,Cabp7,0.0787813907576685,2,1.7697219402847e-05,0.280680228654725,1.64180727802445e-05
ENSRNOG00000058692,Slc26a4,0.0787729702455934,3,1.77162880426891e-05,0.280665228066452,1.64265657426142e-05
ENSRNOG00000016653,Ngef,0.0787336516188787,1,1.7805598121552e-05,0.280595173905181,1.65001407353067e-05
ENSRNOG00000016619,Use1,0.0786005888081245,2,1.81111828189032e-05,0.280357965480071,1.67739394068888e-05
ENSRNOG00000023614,Hsh2d,0.0785768675976773,5,1.81662056866913e-05,0.280315657068379,1.68155002631087e-05
ENSRNOG00000030180,Lrrc10b,0.0785395239735084,2,1.8253164185999e-05,0.280249039201758,1.68778409884785e-05
ENSRNOG00000011491,Dnajc13,0.078539197337438,2,1.82539266181372e-05,0.280248456440777,1.68778409884785e-05
ENSRNOG00000051654,AABR07029217.2,0.0784809416200163,2,1.83904153697616e-05,0.28014450132033,1.69945568659e-05
ENSRNOG00000050647,Hspa1b,0.0784431613724853,6,1.84794745383833e-05,0.28007706327453,1.70673374458511e-05
ENSRNOG00000008106,Shmt2,0.0784089878763784,1,1.85604014924461e-05,0.280016049319282,1.71325303384707e-05
ENSRNOG00000017922,Tpbgl,0.0783047429386042,2,1.88094533295784e-05,0.279829846404211,1.73527550835263e-05
ENSRNOG00000017621,Spns1,0.0781108756578975,2,1.92815070950365e-05,0.27948322965412,1.77783517822151e-05
ENSRNOG00000007177,Poglut3,0.0780669795598138,2,1.93900190243431e-05,0.279404687791407,1.78684608007041e-05
ENSRNOG00000025728,Adam32,0.0780529791636952,2,1.9424756031257e-05,0.279379632693035,1.7890521718161e-05
ENSRNOG00000059260,AABR07053509.2,0.0780352165869711,4,1.94689167777952e-05,0.279347841564905,1.79212327217119e-05
ENSRNOG00000018166,Prkab2,0.0778691071913259,3,1.98867635729162e-05,0.279050366764364,1.82956984549185e-05
ENSRNOG00000003741,Nptx1,0.077706711473395,1,2.03039023123836e-05,0.278759235673717,1.86690975315842e-05
ENSRNOG00000029022,Zfp112,0.0776329237983577,3,2.04963062543237e-05,0.278626854051001,1.88355571437491e-05
ENSRNOG00000003590,Tom1l2,0.0776140455413228,2,2.05458230594507e-05,0.278592974680488,1.88705955425297e-05
ENSRNOG00000036601,Exoc6,0.0773450573468376,3,2.12644504650318e-05,0.278109793690977,1.95198085359874e-05
ENSRNOG00000062039,AABR07044420.2,0.077270597931843,6,2.14677636438263e-05,0.277975894515771,1.96955292336161e-05
ENSRNOG00000048875,Znrf4,0.0771386490813144,1,2.18328209360616e-05,0.277738454451872,2.00193649274955e-05
ENSRNOG00000021129,RGD1308428,0.0770960716900879,2,2.19519326326186e-05,0.277661793716903,2.01174500211827e-05
ENSRNOG00000005565,Traf3ip3,0.0770210616451335,4,2.21633527636237e-05,0.277526686365714,2.02999742990303e-05
ENSRNOG00000008001,Rab3b,0.0768427786268962,2,2.26740294175334e-05,0.277205300502887,2.07562420619156e-05
ENSRNOG00000017258,Ica1l,0.076599840996687,2,2.33888241509296e-05,0.276766762810651,2.13987563736365e-05
ENSRNOG00000048891,Prr14l,0.0765562216500893,3,2.3519522156553e-05,0.276687949954618,2.15064583134892e-05
ENSRNOG00000032596,RT1-T24-1,0.076373411574919,7,2.40752433784247e-05,0.276357398263406,2.20024720511527e-05
ENSRNOG00000009987,Akap11,0.0762690785888698,1,2.43982469512886e-05,0.276168569154547,2.22853744655398e-05
ENSRNOG00000017036,Sec11c,0.0760679094989173,2,2.50332823452152e-05,0.275804114361837,2.28528181775404e-05
ENSRNOG00000062067,AABR07044361.1,0.0760512284107835,4,2.50866734835744e-05,0.275773871878362,2.28889478179954e-05
ENSRNOG00000056612,Unc13c,0.076016512131825,3,2.51981538731394e-05,0.275710921314019,2.29780088455325e-05
ENSRNOG00000004964,Erbb3,0.0759454935529957,1,2.54277476315967e-05,0.275582099478532,2.31746193529369e-05
ENSRNOG00000012085,Isca2,0.0758436148768362,1,2.57607523154211e-05,0.275397194751211,2.34576225722534e-05
ENSRNOG00000029394,Dusp8,0.0758418435324855,2,2.57665804683465e-05,0.275393978751326,2.34576225722534e-05
ENSRNOG00000001040,Pms2,0.0758188844544194,7,2.58422403838505e-05,0.275352291536532,2.35135830086949e-05
ENSRNOG00000013919,Ift46,0.0757549219685436,2,2.60541933208411e-05,0.275236120392189,2.3693425542475e-05
ENSRNOG00000020010,Kctd13,0.0757437204275662,3,2.60914897697046e-05,0.275215770673786,2.3714327016731e-05
ENSRNOG00000012053,S100a16,0.0756694670628803,3,2.63400710899883e-05,0.275080837324013,2.39271352634141e-05
ENSRNOG00000011092,Iqca1l,0.0755942360503927,3,2.6594331874182e-05,0.274944059856533,2.41448666536876e-05
ENSRNOG00000050348,LOC684270,0.0754442438264675,1,2.71085869639651e-05,0.274671155796286,2.4598277880544e-05
ENSRNOG00000042044,Stard3,0.0753734930418572,1,2.7354586595317e-05,0.274542333788174,2.48079115248026e-05
ENSRNOG00000001245,Pcbp3,0.075365256554175,5,2.73833689239641e-05,0.274527332981936,2.48204289105543e-05
ENSRNOG00000007726,Mcam,0.0753011856439421,2,2.76082969148081e-05,0.274410615035101,2.50106228586852e-05
ENSRNOG00000032327,Pdia5,0.0750915164863469,2,2.83573125747984e-05,0.274028313293256,2.56652853230545e-05
ENSRNOG00000017954,Prelid3a,0.0750902399780429,2,2.83619341956391e-05,0.274025984129321,2.56652853230545e-05
ENSRNOG00000004489,Adgre5,0.0750558139920754,4,2.8486857547125e-05,0.273963161742734,2.57642598377899e-05
ENSRNOG00000059683,Mpp2,0.0748237168568892,2,2.9343509695562e-05,0.273539241895727,2.65245599989678e-05
ENSRNOG00000001345,Mapkapk5,0.074731911993429,3,2.96893963314981e-05,0.273371381079712,2.68225851023361e-05
ENSRNOG00000007647,Oprk1,0.0746895368249409,1,2.98504177700826e-05,0.273293865326211,2.69533618043593e-05
ENSRNOG00000046889,Dbi,0.0746273788491421,1,3.0088187697248e-05,0.273180121621508,2.71532581633559e-05
ENSRNOG00000007090,Cacna1c,0.0745432919650099,2,3.04128474426026e-05,0.273026174505321,2.74313084193744e-05
ENSRNOG00000014505,Pmfbp1,0.0743240001478768,3,3.12760513678443e-05,0.27262428385578,2.81945395637088e-05
ENSRNOG00000061272,AABR07011996.1,0.0743045828046594,1,3.1353650940441e-05,0.272588669619006,2.82491240512624e-05
ENSRNOG00000028368,Etnk2,0.0740507502143008,2,3.23858933445274e-05,0.272122674935957,2.91632992497758e-05
ENSRNOG00000022099,Trim72,0.0739795882264562,2,3.26813132225114e-05,0.271991890001258,2.94133375369123e-05
ENSRNOG00000039300,Ahcyl2,0.0739326456717492,2,3.28776577733013e-05,0.271905582273974,2.95739844804952e-05
ENSRNOG00000056038,Ehbp1l1,0.0738111477498906,3,3.33913178820771e-05,0.271682071086575,3.00066136939617e-05
ENSRNOG00000001037,Gpalpp1,0.0738103221625707,3,3.33948354571315e-05,0.271680551682616,3.00066136939617e-05
ENSRNOG00000024975,Atp8b3,0.0737866339596173,1,3.34959211101709e-05,0.271636952492877,3.00811302744907e-05
ENSRNOG00000010917,Bmp5,0.0737216284667659,4,3.37748911420989e-05,0.271517271028504,3.03152292785225e-05
ENSRNOG00000011250,Inmt,0.0734671636355704,2,3.48893753452153e-05,0.271048268091811,3.12985987522037e-05
ENSRNOG00000010515,Trim59,0.0734598898001929,2,3.49217658235764e-05,0.271034849789087,3.13107034431244e-05
ENSRNOG00000060707,Atg2a,0.0731663823184117,5,3.62540671356608e-05,0.27049285077135,3.247908242975e-05
ENSRNOG00000021145,Gpr137,0.0731642134539161,2,3.6264098350285e-05,0.270488841644006,3.247908242975e-05
ENSRNOG00000000095,Gpr89b,0.0731535567230715,4,3.63134269980181e-05,0.270469141905452,3.25056918227692e-05
ENSRNOG00000012705,Pcgf2,0.0731320386073858,2,3.64132355618052e-05,0.270429359736301,3.2577434799318e-05
ENSRNOG00000010886,Nfe2l3,0.0731114840081043,2,3.65088303177971e-05,0.270391353427036,3.26453324542085e-05
ENSRNOG00000017508,Kmt5c,0.0730892339040135,2,3.66125924342671e-05,0.270350206036566,3.27052376749362e-05
ENSRNOG00000057318,AABR07073295.1,0.0730886535965891,3,3.66153025948707e-05,0.270349132783127,3.27052376749362e-05
ENSRNOG00000027919,Rdh13,0.0730766124377015,2,3.66715825399951e-05,0.270326862219983,3.27378591710705e-05
ENSRNOG00000010600,Cysrt1,0.0730438379411691,2,3.68252064728551e-05,0.270266235296178,3.28573007338344e-05
ENSRNOG00000030750,Zfp2,0.0730295485532504,4,3.68923857738265e-05,0.270239798240841,3.28995249921914e-05
ENSRNOG00000045654,LOC108348108,0.0729988920201799,3,3.70369250544216e-05,0.270183071305698,3.30106540272887e-05
ENSRNOG00000029945,Cuzd1,0.072877785930383,4,3.76134556378907e-05,0.269958859699738,3.35064862446773e-05
ENSRNOG00000000693,Svop,0.0728184350575353,3,3.78992553262523e-05,0.269848911536688,3.37429384333366e-05
ENSRNOG00000014109,Psmd13,0.0726968122621871,1,3.84917010533383e-05,0.269623463856889,3.42520069515581e-05
ENSRNOG00000010728,Stradb,0.0726733475816599,4,3.86070594036784e-05,0.269579946549553,3.43362185753418e-05
ENSRNOG00000016962,Neu2,0.0726401067918433,2,3.87710697131767e-05,0.269518286562978,3.44635865480676e-05
ENSRNOG00000009255,Timm29,0.0726281459713944,1,3.88302542442925e-05,0.269496096393611,3.44976883078245e-05
ENSRNOG00000023657,Gprin3,0.0724978578560597,2,3.94808083503184e-05,0.269254262465907,3.50568582507899e-05
ENSRNOG00000040301,Galntl5,0.0722974414886499,3,4.05027983564585e-05,0.268881835549838,3.59450678614069e-05
ENSRNOG00000025252,Yars2,0.072287172538443,3,4.0555867603897e-05,0.268862739215465,3.59728975367248e-05
ENSRNOG00000010428,Bahd1,0.0722505123654685,3,4.07458909740395e-05,0.268794554196078,3.61221102121905e-05
ENSRNOG00000053334,Stmn4,0.0721377434071122,2,4.13359964542659e-05,0.268584704343178,3.66256550429982e-05
ENSRNOG00000033389,Susd2,0.0719709932993003,3,4.22242258295152e-05,0.268274101059533,3.7392672351489e-05
ENSRNOG00000000657,Nek7,0.0719095136171772,2,4.2556489137768e-05,0.268159492871644,3.766678416567e-05
ENSRNOG00000008815,Fbxo46,0.0717293121841207,2,4.35454684001e-05,0.267823285365781,3.85215527862125e-05
ENSRNOG00000001684,Ripply3,0.0716950116718396,2,4.37362954671704e-05,0.267759241991457,3.86697179343886e-05
ENSRNOG00000020088,Klhl26,0.0713898591547343,7,4.54711002400416e-05,0.267188808064137,4.01821144782821e-05
ENSRNOG00000053210,Zc3h11a,0.0711600745005639,2,4.6822563096792e-05,0.266758457224066,4.13543258543802e-05
ENSRNOG00000005411,Aftph,0.0710449558717798,2,4.75146075803627e-05,0.266542596730391,4.19431911960636e-05
ENSRNOG00000051464,Olr56,0.0708952290350689,1,4.84299809738594e-05,-0.266261580095719,4.27284664941719e-05
ENSRNOG00000026067,Wfdc10a,0.0708356632318137,2,4.87990135732093e-05,0.266149700792268,4.30311407266308e-05
ENSRNOG00000052745,Met,0.0707071284196551,1,4.96049152264341e-05,0.265908120258963,4.37185207128479e-05
ENSRNOG00000020970,Rundc3a,0.0706961919450941,3,4.9674095430173e-05,0.265887555077506,4.37562170261845e-05
ENSRNOG00000010830,Slc25a4,0.070689665673346,1,4.97154240984106e-05,0.265875282178216,4.3769352847501e-05
ENSRNOG00000006498,Lrrc69,0.0706144048544924,2,5.01945098964207e-05,0.265733710421716,4.41676704822155e-05
ENSRNOG00000020526,Mau2,0.0705702785205313,2,5.04775414854732e-05,0.265650670092382,4.43931428021961e-05
ENSRNOG00000021705,LOC102556092,0.0704283378156041,1,5.13988024437294e-05,0.265383378936218,4.51793773994954e-05
ENSRNOG00000014027,RGD1304728,0.070383665517381,4,5.16922003481289e-05,0.265299199993858,4.54131813139754e-05
ENSRNOG00000023346,Cplane2,0.0703278267898772,3,5.20612862138378e-05,0.265193941842338,4.57131963778164e-05
ENSRNOG00000024661,Jpt2,0.0703058428778491,5,5.22073165324786e-05,0.26515248985791,4.58171400848453e-05
ENSRNOG00000014287,Stk11,0.0702714991566014,2,5.24362659425652e-05,0.265087719739337,4.59937050106035e-05
ENSRNOG00000020486,Bcl2l12,0.0702125275543091,1,5.28317327710343e-05,0.264976466038607,4.63160641377244e-05
ENSRNOG00000012434,Zfp598,0.0701563676645539,9,5.32111083535608e-05,0.264870473372466,4.6623983050814e-05
ENSRNOG00000042317,Cd209f,0.0700514624886085,2,5.39270629976916e-05,0.264672368200023,4.72263337610692e-05
ENSRNOG00000031816,Nckipsd,0.0700239301375596,3,5.4116551253504e-05,0.264620350951244,4.73672415363445e-05
ENSRNOG00000017758,LOC361985,0.0700128044875388,2,5.41933104837427e-05,0.264599328206892,4.74093829302293e-05
